area_health_resource_files_release_year,occupation_name,geography_name,hispanic,white,black,asian,pacific,indigenous,other,less_than_30,30_to_39,40_to_49,50_to_59,60+,male,female,hispanic-latino_%,white_%,black-african_american_%,asian_%,native_hawaiian-other_pacific_islander_%,american_indian-alaska_native_%,other-multiple_races_%,less_than_30_%,30_to_39_%,40_to_49_%,50_to_59_%,60+_%,male_%,female_%,missing-suppressed_raceethnicity_data_comment,missing-suppressed_age_data_comment,missing-suppressed_gender_data_comment,hrsa_data_warehouse_processing_date
ACS 5-Year 2015-2019,Registered Nurses,Rhode Island,583.0,11250.0,575.0,261.0,,,263.0,1739.0,2724.0,2690.0,3009.0,2770.0,1359.0,11573.0,4.508,86.994,4.446,2.018,,,2.034,13.447,21.064,20.801,23.268,21.42,10.509,89.491,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,South Carolina,981.0,38296.0,7585.0,977.0,,81.0,517.0,7694.0,12022.0,11902.0,10909.0,5969.0,3779.0,44717.0,2.023,78.967,15.64,2.015,,0.167,1.066,15.865,24.79,24.542,22.495,12.308,7.792,92.208,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,South Dakota,114.0,11014.0,224.0,114.0,,235.0,84.0,2657.0,3111.0,1992.0,2622.0,1403.0,907.0,10878.0,0.967,93.458,1.901,0.967,,1.994,0.713,22.546,26.398,16.903,22.249,11.905,7.696,92.304,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Tennessee,1140.0,60515.0,8355.0,1521.0,,,985.0,15840.0,16275.0,17304.0,14508.0,8646.0,7157.0,65416.0,1.571,83.385,11.513,2.096,,,1.357,21.826,22.426,23.844,19.991,11.914,9.862,90.138,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Texas,48792.0,127624.0,36891.0,29112.0,108.0,636.0,4142.0,43531.0,68003.0,60291.0,46010.0,29470.0,34804.0,212501.0,19.729,51.606,14.917,11.772,0.044,0.257,1.675,17.602,27.498,24.379,18.605,11.916,14.073,85.927,,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Utah,716.0,21150.0,246.0,717.0,,263.0,328.0,4584.0,7644.0,5147.0,4070.0,2021.0,3049.0,20417.0,3.051,90.13,1.048,3.055,,1.121,1.398,19.535,32.575,21.934,17.344,8.612,12.993,87.007,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Vermont,,6384.0,,141.0,,,,1053.0,1477.0,1073.0,1421.0,1827.0,654.0,6197.0,,93.183,,2.058,,,,15.37,21.559,15.662,20.741,26.668,9.546,90.454,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Virginia,2673.0,52510.0,13001.0,5189.0,,214.0,1963.0,12417.0,17884.0,17201.0,17291.0,10757.0,6796.0,68754.0,3.538,69.504,17.208,6.868,,0.283,2.598,16.435,23.672,22.768,22.887,14.238,8.995,91.005,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Washington,3002.0,49617.0,2928.0,7582.0,,331.0,1783.0,10215.0,17075.0,14355.0,14050.0,9617.0,7932.0,57380.0,4.596,75.969,4.483,11.609,,0.507,2.73,15.64,26.144,21.979,21.512,14.725,12.145,87.855,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,West Virginia,143.0,20743.0,321.0,197.0,,,108.0,3573.0,5632.0,5218.0,4084.0,3026.0,2417.0,19116.0,0.664,96.331,1.491,0.915,,,0.502,16.593,26.155,24.233,18.966,14.053,11.225,88.775,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Wisconsin,2243.0,61940.0,2649.0,1567.0,,180.0,775.0,11566.0,19201.0,14792.0,14458.0,9337.0,5310.0,64044.0,3.234,89.31,3.82,2.259,,0.26,1.117,16.677,27.685,21.328,20.847,13.463,7.656,92.344,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Wyoming,216.0,4470.0,,194.0,,,83.0,812.0,1305.0,1080.0,984.0,837.0,390.0,4628.0,4.305,89.079,,3.866,,,1.654,16.182,26.006,21.523,19.609,16.68,7.772,92.228,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Alabama,,1548.0,616.0,,,,,324.0,522.0,777.0,369.0,265.0,663.0,1594.0,,68.587,27.293,,,,,14.355,23.128,34.426,16.349,11.741,29.375,70.625,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Alaska,,304.0,,,,,,,159.0,,,,,342.0,,71.028,,,,,,,37.15,,,,,79.907,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Arizona,933.0,1431.0,,152.0,,,,333.0,963.0,514.0,561.0,248.0,1014.0,1605.0,35.624,54.639,,5.804,,,,12.715,36.77,19.626,21.42,9.469,38.717,61.283,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Arkansas,,787.0,380.0,,,,,137.0,553.0,305.0,189.0,38.0,275.0,947.0,,64.403,31.097,,,,,11.211,45.254,24.959,15.466,3.11,22.504,77.496,Hispanic: [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,California,3125.0,4955.0,701.0,3370.0,,,356.0,1884.0,4542.0,2561.0,2453.0,1312.0,6185.0,6567.0,24.506,38.857,5.497,26.427,,,2.792,14.774,35.618,20.083,19.236,10.289,48.502,51.498,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Colorado,429.0,1030.0,,,,,,354.0,291.0,390.0,343.0,132.0,425.0,1085.0,28.411,68.212,,,,,,23.444,19.272,25.828,22.715,8.742,28.146,71.854,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Connecticut,,681.0,80.0,,,,,,,186.0,288.0,197.0,211.0,612.0,,82.746,9.721,,,,,,,22.6,34.994,23.937,25.638,74.362,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Delaware,,433.0,,,,,,,,80.0,92.0,,145.0,326.0,,91.932,,,,,,,,16.985,19.533,,30.786,69.214,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,District of Columbia,,130.0,401.0,,,,,,,,145.0,117.0,329.0,202.0,,24.482,75.518,,,,,,,,27.307,22.034,61.959,38.041,Hispanic: [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Florida,1178.0,4405.0,1630.0,375.0,,,,592.0,1693.0,2176.0,1928.0,1314.0,3203.0,4500.0,15.293,57.186,21.161,4.868,,,,7.685,21.978,28.249,25.029,17.058,41.581,58.419,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Georgia,86.0,1745.0,1175.0,209.0,,,151.0,354.0,1026.0,859.0,937.0,232.0,1153.0,2255.0,2.523,51.203,34.478,6.133,,,4.431,10.387,30.106,25.205,27.494,6.808,33.832,66.168,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Hawaii,,108.0,,158.0,,,,,,139.0,114.0,,142.0,187.0,,32.827,,48.024,,,,,,42.249,34.65,,43.161,56.839,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Idaho,,387.0,,,,,,,259.0,,72.0,,126.0,268.0,,98.223,,,,,,,65.736,,18.274,,31.98,68.02,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Illinois,177.0,2875.0,485.0,406.0,,,,317.0,812.0,806.0,1314.0,831.0,1024.0,3056.0,4.338,70.466,11.887,9.951,,,,7.77,19.902,19.755,32.206,20.368,25.098,74.902,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Indiana,,2420.0,251.0,,,,,210.0,856.0,556.0,907.0,212.0,597.0,2144.0,,88.289,9.157,,,,,7.661,31.229,20.285,33.09,7.734,21.78,78.22,Hispanic: Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Iowa,,932.0,,,,,,170.0,143.0,266.0,355.0,,239.0,737.0,,95.492,,,,,,17.418,14.652,27.254,36.373,,24.488,75.512,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Kansas,60.0,1011.0,,,,,135.0,287.0,333.0,279.0,207.0,152.0,554.0,704.0,4.769,80.366,,,,,10.731,22.814,26.471,22.178,16.455,12.083,44.038,55.962,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Kentucky,106.0,2140.0,123.0,,,,,526.0,500.0,671.0,667.0,125.0,659.0,1830.0,4.259,85.978,4.942,,,,,21.133,20.088,26.959,26.798,5.022,26.476,73.524,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Louisiana,59.0,1340.0,261.0,,,,,,538.0,314.0,580.0,221.0,508.0,1185.0,3.485,79.149,15.416,,,,,,31.778,18.547,34.259,13.054,30.006,69.994,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Maine,,410.0,,,,,,69.0,138.0,123.0,75.0,33.0,246.0,192.0,,93.607,,,,,,15.753,31.507,28.082,17.123,7.534,56.164,43.836,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Maryland,46.0,901.0,643.0,68.0,,,,120.0,437.0,661.0,259.0,266.0,486.0,1257.0,2.639,51.692,36.89,3.901,,,,6.885,25.072,37.923,14.859,15.261,27.883,72.117,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Massachusetts,,1191.0,309.0,,,,,,279.0,213.0,507.0,486.0,464.0,1080.0,,77.137,20.013,,,,,,18.07,13.795,32.837,31.477,30.052,69.948,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Michigan,96.0,3143.0,418.0,156.0,,,,282.0,825.0,820.0,1376.0,541.0,1006.0,2838.0,2.497,81.764,10.874,4.058,,,,7.336,21.462,21.332,35.796,14.074,26.171,73.829,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Minnesota,,1004.0,282.0,,,,,263.0,201.0,354.0,258.0,261.0,550.0,787.0,,75.093,21.092,,,,,19.671,15.034,26.477,19.297,19.521,41.137,58.863,Hispanic: Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Mississippi,,1314.0,448.0,,,,,127.0,588.0,463.0,489.0,95.0,382.0,1380.0,,74.574,25.426,,,,,7.208,33.371,26.277,27.753,5.392,21.68,78.32,Hispanic: [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Missouri,115.0,2314.0,232.0,,,,,332.0,782.0,557.0,751.0,343.0,816.0,1949.0,4.159,83.689,8.391,,,,,12.007,28.282,20.145,27.161,12.405,29.512,70.488,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Montana,,412.0,,,,,,,,241.0,98.0,,246.0,261.0,,81.262,,,,,,,,47.535,19.329,,48.521,51.479,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 60 or Older: [No Data],,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Nebraska,,993.0,,,,,,74.0,337.0,304.0,107.0,218.0,300.0,740.0,,95.481,,,,,,7.115,32.404,29.231,10.288,20.962,28.846,71.154,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Nevada,178.0,461.0,154.0,88.0,,,87.0,119.0,222.0,202.0,252.0,173.0,587.0,381.0,18.388,47.624,15.909,9.091,,,8.988,12.293,22.934,20.868,26.033,17.872,60.64,39.36,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,New Hampshire,,275.0,,,,,,,,,131.0,,146.0,129.0,,100.0,,,,,,,,,47.636,,53.091,46.909,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,New Jersey,202.0,1251.0,608.0,322.0,,,,360.0,782.0,405.0,483.0,370.0,943.0,1457.0,8.417,52.125,25.333,13.417,,,,15.0,32.583,16.875,20.125,15.417,39.292,60.708,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,New Mexico,218.0,342.0,,,,,,,98.0,214.0,171.0,,123.0,444.0,38.448,60.317,,,,,,,17.284,37.743,30.159,,21.693,78.307,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,New York,595.0,2827.0,1231.0,779.0,,,,710.0,1263.0,1468.0,1246.0,929.0,2543.0,3073.0,10.595,50.338,21.92,13.871,,,,12.642,22.489,26.14,22.187,16.542,45.281,54.719,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,North Carolina,,3149.0,222.0,136.0,,79.0,,348.0,1070.0,972.0,943.0,253.0,1001.0,2585.0,,87.814,6.191,3.793,,2.203,,9.704,29.838,27.105,26.297,7.055,27.914,72.086,Hispanic: [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,North Dakota,,184.0,,,,,,,,,,,,158.0,,100.0,,,,,,,,,,,,85.87,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Ohio,,5286.0,375.0,,,,,1186.0,1250.0,1458.0,1296.0,617.0,1608.0,4199.0,,91.028,6.458,,,,,20.424,21.526,25.108,22.318,10.625,27.691,72.309,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Oklahoma,,1146.0,,282.0,,,,231.0,457.0,331.0,372.0,266.0,419.0,1238.0,,69.161,,17.019,,,,13.941,27.58,19.976,22.45,16.053,25.287,74.713,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Oregon,,991.0,,,,,,45.0,311.0,330.0,170.0,203.0,418.0,641.0,,93.579,,,,,,4.249,29.367,31.161,16.053,19.169,39.471,60.529,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Pennsylvania,,3889.0,655.0,126.0,,,,701.0,1045.0,1095.0,1213.0,745.0,1466.0,3333.0,,81.038,13.649,2.626,,,,14.607,21.775,22.817,25.276,15.524,30.548,69.452,Hispanic: Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Rhode Island,,276.0,,,,,,77.0,,,136.0,81.0,108.0,270.0,,73.016,,,,,,20.37,,,35.979,21.429,28.571,71.429,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,South Carolina,,1265.0,343.0,,,,,644.0,451.0,169.0,210.0,210.0,451.0,1233.0,,75.119,20.368,,,,,38.242,26.781,10.036,12.47,12.47,26.781,73.219,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,South Dakota,,269.0,,,,,,,,,,,,106.0,,100.0,,,,,,,,,,,,39.405,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Tennessee,,2270.0,362.0,76.0,,,49.0,384.0,712.0,828.0,636.0,210.0,673.0,2097.0,,81.949,13.069,2.744,,,1.769,13.863,25.704,29.892,22.96,7.581,24.296,75.704,Hispanic: Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Texas,2729.0,4314.0,1833.0,724.0,,,,1715.0,2730.0,2786.0,1595.0,916.0,3308.0,6434.0,28.013,44.282,18.815,7.432,,,,17.604,28.023,28.598,16.372,9.403,33.956,66.044,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Utah,328.0,1108.0,,,,,,422.0,277.0,221.0,245.0,293.0,498.0,960.0,22.497,75.995,,,,,,28.944,18.999,15.158,16.804,20.096,34.156,65.844,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Vermont,,174.0,,,,,,71.0,,,90.0,,,145.0,,100.0,,,,,,40.805,,,51.724,,,83.333,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 60 or Older: [No Data],Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Virginia,,1583.0,299.0,109.0,,,,,771.0,527.0,450.0,337.0,773.0,1356.0,,74.354,14.044,5.12,,,,,36.214,24.753,21.137,15.829,36.308,63.692,Hispanic: Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,Washington,,1180.0,,203.0,,,87.0,185.0,523.0,186.0,495.0,265.0,616.0,1038.0,,71.342,,12.273,,,5.26,11.185,31.62,11.245,29.927,16.022,37.243,62.757,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Respiratory Therapists,West Virginia,,1024.0,,,,,,162.0,136.0,247.0,435.0,109.0,596.0,493.0,,94.031,,,,,,14.876,12.489,22.681,39.945,10.009,54.729,45.271,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
